time_us,output_co_abs2,output_counter_abs2
4.398496240601504,4.223927706042799e+17,4.223927706042799e+17
4.411027568922306,1.7399499588279145e+18,1.7399499588279145e+18
4.423558897243108,2.1324447591137994e+18,2.1324447591137994e+18
4.43609022556391,1.1440899525188964e+18,1.1440899525188964e+18
4.4486215538847125,6233404300277535.0,6233404300277535.0
4.461152882205514,6.020186126867823e+17,6.020186126867823e+17
4.473684210526316,8.137981514183688e+17,8.137981514183688e+17
4.4862155388471185,7.16546926615575e+17,7.16546926615575e+17
4.49874686716792,1.0572594260264352e+18,1.0572594260264352e+18
4.511278195488722,6.880063814466295e+17,6.880063814466295e+17
4.523809523809525,1.640986727783062e+18,1.640986727783062e+18
4.5363408521303255,5.428929807609099e+17,5.428929807609099e+17
4.548872180451128,1145452328365167.2,1145452328365167.2
4.561403508771931,1.2613312500977567e+18,1.2613312500977567e+18
4.5739348370927315,9.29188793573532e+17,9.29188793573532e+17
4.586466165413534,2.2590836971523653e+18,2.2590836971523653e+18
4.598997493734337,1.3100554050354208e+17,1.3100554050354208e+17
4.611528822055138,1.338536068930203e+17,1.338536068930203e+17
4.62406015037594,7.042876785620092e+17,7.042876785620092e+17
4.636591478696743,4.10314899430282e+17,4.10314899430282e+17
4.649122807017544,1.0207519800718821e+18,1.0207519800718821e+18
4.661654135338346,2.372258330652429e+16,2.372258330652429e+16
4.674185463659148,9.927348913480923e+17,9.927348913480923e+17
4.686716791979951,8.121890553853306e+17,8.121890553853306e+17
4.699248120300752,7.203976986758657e+17,7.203976986758657e+17
4.711779448621554,5.2747772393346024e+16,5.2747772393346024e+16
4.724310776942357,1.4274307827666477e+17,1.4274307827666477e+17
4.736842105263158,1.1727100001080138e+18,1.1727100001080138e+18
4.74937343358396,1.5408635957263414e+18,1.5408635957263414e+18
4.761904761904763,4.620361175743528e+18,4.620361175743528e+18
4.7744360902255645,6.227217403593282e+16,6.227217403593282e+16
4.786967418546366,6.780644229581543e+16,6.780644229581543e+16
4.799498746867169,1.3418261531000015e+18,1.3418261531000015e+18
4.81203007518797,3.9116385552025254e+17,3.9116385552025254e+17
4.824561403508772,1.5193249963058634e+18,1.5193249963058634e+18
4.837092731829575,9.48639729806904e+17,9.48639729806904e+17
4.849624060150376,9.002252175359958e+17,9.002252175359958e+17
4.862155388471178,2.571158084949387e+18,2.571158084949387e+18
4.874686716791981,2.957860774406598e+18,2.957860774406598e+18
4.887218045112782,2.941484562328912e+18,2.941484562328912e+18
4.899749373433584,3.1418142936588256e+17,3.1418142936588256e+17
4.912280701754387,3.497877405984218e+18,3.497877405984218e+18
4.924812030075188,7491701822708071.0,7491701822708071.0
4.9373433583959905,4.974885540893055e+16,4.974885540893055e+16
4.949874686716793,1.9025341235090972e+18,1.9025341235090972e+18
4.962406015037594,2.7177467620311268e+16,2.7177467620311268e+16
4.9749373433583965,1.5249934041690857e+18,1.5249934041690857e+18
4.987468671679198,7.487387787856563e+17,7.487387787856563e+17
5.0,6.870255275004838e+17,6.870255275004838e+17
